"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.216144447E0,5.418771505E-2,4.769921303E-3,3.342342377E-2,6.384501444E-2
9.226245766E0,5.701303482E-2,1.791557670E-2,2.537631989E-2,6.492620148E-2
9.236316567E0,4.875528812E-2,1.905891299E-2,2.104949951E-2,5.642164225E-2
9.246387367E0,4.944586754E-2,-8.775681257E-3,1.514148712E-2,5.245160656E-2
9.256549721E0,4.142558575E-2,-2.295306325E-2,2.215957642E-2,5.228737031E-2
9.266620522E0,2.268379927E-2,-1.698115468E-2,-1.039505005E-2,3.018230324E-2
9.276752358E0,1.151406765E-2,-9.467780590E-3,6.147384644E-3,1.612460732E-2
9.286914711E0,1.461130381E-2,-3.114467859E-2,4.181480408E-2,5.414756729E-2
9.297717934E0,6.601691246E-3,-4.919323325E-2,3.868007660E-2,6.292618573E-2
9.307178383E0,2.142679691E-2,-5.276027322E-2,-2.914714813E-2,6.397116773E-2
9.317310219E0,1.491576433E-2,-3.827220201E-2,-3.627300262E-2,5.479938131E-2
9.327411537E0,-3.659725189E-5,-4.972586036E-2,8.331298828E-3,5.041897528E-2
9.337543373E0,-5.832195282E-3,-6.832030416E-2,2.830600739E-2,7.418159149E-2
9.348621254E0,-1.488614082E-2,-5.677986145E-2,-5.619049072E-3,5.896713973E-2
9.357654457E0,6.552338600E-4,-4.100731015E-2,-7.157325745E-3,4.163239279E-2
9.367786293E0,-3.422915936E-3,-4.831349850E-2,-1.792240143E-2,5.164419584E-2
9.377918129E0,7.475018501E-4,-5.307510495E-2,-1.616001129E-2,5.548577736E-2
9.388324623E0,-3.225874901E-2,-4.146757722E-2,2.197647095E-2,5.694867973E-2
9.398181801E0,-2.251034975E-2,-3.487852216E-2,2.183437347E-2,4.690380602E-2
9.408313637E0,-1.077115536E-2,-4.238900542E-2,-2.981090546E-2,5.292953479E-2
9.418445473E0,-1.676940918E-2,-2.652087808E-2,-3.633975983E-2,4.801195895E-2
9.428546791E0,-8.112609386E-3,-1.405796409E-2,1.173305511E-2,2.002761513E-2
9.438953285E0,-2.924466133E-2,-2.847313881E-4,8.450508118E-3,3.044244366E-2
9.448810463E0,-3.976345062E-3,1.465290785E-3,-5.711555481E-3,7.111980255E-3
9.458942299E0,-1.425743103E-2,1.008954644E-2,-8.426666260E-3,1.939283350E-2
9.469348793E0,-1.146638393E-2,1.496005058E-2,-2.260112762E-2,2.942944179E-2
9.479480629E0,-3.076088428E-2,2.372449636E-2,-5.652427673E-3,3.925600169E-2
9.489337807E0,-2.857023478E-2,2.697521448E-2,1.189708710E-2,4.105436874E-2
9.499469643E0,-4.266303778E-2,2.839180827E-2,8.609771729E-3,5.196496645E-2
9.509601479E0,-3.660941124E-2,3.728377819E-2,8.001327515E-4,5.225867698E-2
9.520007973E0,-1.687765121E-2,3.025892377E-2,1.983642578E-4,3.464818793E-2
9.529865151E0,-5.326211452E-3,3.560760617E-2,-7.329368591E-2,8.165925876E-2
9.539996987E0,4.114449024E-3,4.251852632E-2,-1.068496704E-2,4.403319534E-2
9.550891762E0,-7.124853134E-2,6.309372187E-2,3.075027466E-2,1.000137508E-1
9.560260658E0,-4.456532001E-2,4.362964630E-2,2.451801300E-2,6.701303415E-2
9.570361977E0,-2.571886778E-2,5.086317658E-2,-1.168251038E-3,5.700778633E-2
9.580402260E0,-3.644043207E-2,5.378454924E-2,5.803108215E-3,6.522544665E-2
9.590503578E0,-4.621464014E-2,3.927707672E-2,1.313209534E-2,6.205589132E-2
9.600849037E0,-4.873043299E-2,3.506204486E-2,2.542400360E-2,6.519495416E-2
9.608905678E0,-4.873043299E-2,3.506204486E-2,2.542400360E-2,6.519495416E-2
9.618976479E0,7.292509079E-3,5.820158124E-2,-3.212261200E-2,6.687650521E-2
9.629047280E0,-1.088678837E-2,3.890058398E-2,-2.584552765E-2,4.795590573E-2
9.639118080E0,1.608538628E-2,3.065657616E-2,-2.324390411E-2,4.169945313E-2
9.649188881E0,1.728969812E-2,1.286375523E-2,-9.164810181E-3,2.341801882E-2
