"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.681982304E0,9.589946270E-2,4.051816463E-2,-1.283454895E-1
2.692004889E0,8.334648609E-2,2.964746952E-2,-1.248569489E-1
2.711708578E0,5.821323395E-2,4.168349504E-2,-9.512233734E-2
2.721727526E0,5.990362167E-2,5.246436596E-2,-1.191797256E-1
2.731826000E0,5.938923359E-2,3.962486982E-2,-1.467733383E-1
2.751870106E0,4.980659485E-2,5.884951353E-2,-1.385869980E-1
2.771707382E0,3.105282784E-2,5.626726151E-2,-1.267614365E-1
2.781864928E0,2.111029625E-2,6.325751543E-2,-1.160612106E-1
2.801734588E0,1.912105083E-2,6.530672312E-2,-1.365671158E-1
2.811874531E0,1.875424385E-2,6.142836809E-2,-1.486196518E-1
2.831762989E0,-1.094794273E-2,5.204117298E-2,-1.354856491E-1
2.851674603E0,-1.377379894E-2,5.883300304E-2,-1.294879913E-1
2.861740539E0,-3.102231026E-2,6.151479483E-2,-1.461954117E-1
2.881811991E0,-3.632557392E-2,5.086952448E-2,-1.591300964E-1
2.901767354E0,-4.812026024E-2,6.252807379E-2,-1.336746216E-1
2.921801194E0,-5.334973335E-2,4.461491108E-2,-1.416149139E-1
2.931972334E0,-5.486011505E-2,6.144422293E-2,-1.557159424E-1
2.951747689E0,-5.637192726E-2,5.481880903E-2,-1.590070724E-1
2.971690028E0,-6.809854507E-2,4.352515936E-2,-1.394529343E-1
2.981765751E0,-6.681108475E-2,4.569590092E-2,-1.212978363E-1
3.001647294E0,-7.438433170E-2,3.568202257E-2,-1.423435211E-1
3.021737929E0,-6.879484653E-2,4.817593098E-2,-1.586170197E-1
3.032027702E0,-7.058846951E-2,2.891004086E-2,-1.451568604E-1
3.051817031E0,-7.428240776E-2,2.741378546E-2,-1.374101639E-1
3.071659614E0,-6.935107708E-2,2.264934778E-2,-1.427679062E-1
3.081932544E0,-7.103765011E-2,1.310718060E-2,-1.412477493E-1
3.091952509E0,-6.210148335E-2,1.902216673E-2,-1.397609711E-1
3.101977492E0,-5.561482906E-2,1.661241055E-2,-1.598272324E-1
3.121975979E0,-4.879856110E-2,1.537632942E-2,-1.532993317E-1
3.132040227E0,-4.830729961E-2,1.296550035E-2,-1.601982117E-1
3.151731663E0,-4.184508324E-2,-8.696317673E-5,-1.381568909E-1
3.171622772E0,-2.435660362E-2,2.282917500E-3,-1.460084915E-1
3.181757623E0,-2.896082401E-2,-9.640991688E-3,-1.457700729E-1
3.191839549E0,-1.571989059E-2,9.081959724E-4,-1.216287613E-1
3.211734243E0,-7.138729095E-3,-7.736563683E-3,-1.367673874E-1
