"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.452253862E0,4.684352875E-2,-8.216136694E-2,-1.254005432E-1
3.471999067E0,5.385392904E-2,-7.999753952E-2,-1.373949051E-1
3.492172619E0,6.100386381E-2,-6.455153227E-2,-1.722955704E-1
3.511884257E0,6.350755692E-2,-4.968249798E-2,-1.701154709E-1
3.531847416E0,7.235527039E-2,-3.335750103E-2,-1.091403961E-1
3.541878609E0,8.034855127E-2,-2.831059694E-2,-1.140193939E-1
3.552085706E0,7.906001806E-2,-2.612894773E-2,-1.428546906E-1
3.572095778E0,8.566677570E-2,-1.627147198E-2,-1.396245956E-1
3.591891796E0,8.917075396E-2,-1.019418240E-3,-1.626558304E-1
3.602107799E0,9.334182739E-2,1.624441147E-2,-1.723270416E-1
3.622165052E0,9.690731764E-2,1.677405834E-2,-1.173934937E-1
3.641910865E0,9.887027740E-2,4.207503796E-2,-1.044998169E-1
3.652617834E0,1.040270925E-1,3.921061754E-2,-1.262264252E-1
3.672208810E0,1.181743145E-1,6.284761429E-2,-1.936445236E-1
3.691901554E0,1.201379299E-1,6.827688217E-2,-1.281280518E-1
3.702106178E0,1.095623374E-1,6.490105391E-2,-8.995914459E-2
3.721871146E0,1.115459204E-1,9.508973360E-2,-1.154470444E-1
3.742013388E0,1.158710718E-1,9.987241030E-2,-1.853351593E-1
3.752049595E0,1.165136695E-1,9.744197130E-2,-1.903333664E-1
3.762241199E0,1.097900271E-1,1.002346277E-1,-1.737661362E-1
3.781917402E0,1.114667654E-1,1.042147279E-1,-9.271812439E-2
3.792159602E0,1.043065190E-1,1.039804816E-1,-6.895542145E-2
3.802268202E0,9.763813019E-2,1.049035788E-1,-9.544181824E-2
3.821936402E0,9.880048037E-2,1.092585921E-1,-1.496753693E-1
3.832238602E0,1.101263762E-1,1.082424521E-1,-1.977567673E-1
3.851910002E0,9.984356165E-2,9.981793165E-2,-1.537637711E-1
3.871828102E0,8.487397432E-2,9.685593843E-2,-8.688926697E-2
3.881893952E0,7.998114824E-2,9.525150061E-2,-9.290885925E-2
3.892012377E0,8.805942535E-2,9.947627783E-2,-1.228952408E-1
3.902084590E0,7.528734207E-2,9.630548954E-2,-1.959457397E-1
3.922139749E0,7.566577196E-2,9.204971790E-2,-1.349973679E-1
3.932307776E0,6.969785690E-2,7.961821556E-2,-1.015090942E-1
3.952017296E0,6.681329012E-2,8.617872000E-2,-1.373348236E-1
3.972047676E0,5.344420671E-2,8.041357994E-2,-1.730852127E-1
3.992140771E0,5.498015881E-2,6.437510252E-2,-1.346254349E-1
4.011851045E0,5.107241869E-2,6.024688482E-2,-1.226320267E-1
4.022636424E0,4.801577330E-2,5.106347799E-2,-1.393289566E-1
4.042093708E0,3.887969255E-2,4.747664928E-2,-1.845417023E-1
4.052139755E0,3.500807285E-2,5.003923178E-2,-1.640357971E-1
4.062209779E0,2.900195122E-2,3.120875359E-2,-1.279363632E-1
4.081929797E0,2.394396067E-2,1.873809099E-2,-1.061143875E-1
4.092087300E0,1.807051897E-2,1.592338085E-3,-1.765985489E-1
4.102100551E0,2.653020620E-2,2.641975880E-3,-1.800289154E-1
4.112208677E0,2.182292938E-2,-4.236876965E-3,-1.810350418E-1
4.131962771E0,1.722085476E-2,-1.064270735E-2,-1.219778061E-1
4.142351787E0,1.599985361E-2,-1.770591736E-2,-1.170167923E-1
4.161925799E0,1.030844450E-2,-2.321833372E-2,-1.526279449E-1
4.181903302E0,1.859045029E-2,-3.496587276E-2,-1.834936142E-1
4.201952177E0,1.486754417E-2,-4.469043016E-2,-1.484632492E-1
4.222054896E0,1.837897301E-2,-5.950433016E-2,-1.313199997E-1
4.241886826E0,1.907217503E-2,-6.213897467E-2,-1.382160187E-1
4.261956058E0,1.958733797E-2,-6.465643644E-2,-1.906929016E-1
4.272236430E0,3.098779917E-2,-8.043587208E-2,-1.570596695E-1
4.291952959E0,3.448396921E-2,-7.532334328E-2,-1.364364624E-1
4.301974381E0,4.085671902E-2,-7.187479734E-2,-1.315450668E-1
4.322082197E0,4.574549198E-2,-8.827471733E-2,-1.386070251E-1
4.341867401E0,4.334998131E-2,-9.327596426E-2,-1.648721695E-1
4.352176602E0,5.503934622E-2,-8.570939302E-2,-1.684560776E-1
4.372092002E0,5.813801289E-2,-8.615624905E-2,-1.815166473E-1
4.391921102E0,6.083309650E-2,-9.105104208E-2,-1.251487732E-1
4.402040952E0,6.118744612E-2,-9.144002199E-2,-9.522151947E-2
4.412109377E0,6.055474281E-2,-7.818573713E-2,-1.203985214E-1
4.431889196E0,7.314586639E-2,-8.171051741E-2,-1.851596832E-1
4.441918499E0,7.592046261E-2,-7.092714310E-2,-1.995811462E-1
4.451929151E0,7.504069805E-2,-8.351415396E-2,-1.888256073E-1
4.471975140E0,8.278113604E-2,-6.000030041E-2,-1.218585968E-1
4.491832137E0,9.554970264E-2,-5.586445332E-2,-1.256856918E-1
4.511925636E0,9.332382679E-2,-4.484367371E-2,-1.535158157E-1
4.521991219E0,9.336864948E-2,-3.278303146E-2,-1.476840973E-1
4.541994157E0,9.041738510E-2,-2.076625824E-2,-1.537857056E-1
4.561930141E0,9.691315889E-2,-1.333522797E-2,-1.000251770E-1
4.581827887E0,1.010577679E-1,-1.138752699E-2,-1.421689987E-1
4.601777574E0,1.007568836E-1,6.545007229E-3,-1.568117142E-1
4.621791245E0,1.060199142E-1,1.134961843E-2,-1.474494934E-1
4.631882024E0,1.040227413E-1,2.779167891E-2,-1.199932098E-1
4.651828858E0,1.108515263E-1,3.437352180E-2,-1.189441681E-1
4.661841830E0,1.099612713E-1,4.729348421E-2,-1.131219864E-1
4.681935559E0,1.040203571E-1,5.734026432E-2,-1.349725723E-1
4.702125492E0,1.074987054E-1,7.078546286E-2,-1.771116257E-1
4.712177647E0,1.093564630E-1,6.900817156E-2,-1.520500183E-1
4.731956514E0,9.762334824E-2,7.238543034E-2,-7.799434662E-2
4.742130158E0,9.119486809E-2,7.833909988E-2,-9.487152100E-2
4.762067891E0,8.239662647E-2,7.757467031E-2,-1.465997696E-1
4.772071847E0,7.979631424E-2,1.044319153E0,-5.319786072E-2
4.792039314E0,5.763107538E-2,4.353483915E-1,1.355838776E-2
4.811907180E0,8.940958977E-2,1.397168636E-1,-5.242795944E-1
4.821939491E0,7.787054777E-2,2.206568420E-1,-4.523744583E-1
4.841838475E0,7.261168957E-2,1.112295985E-1,-3.376960754E-2
4.862195471E0,5.963152647E-2,9.367883205E-3,1.980419159E-1
4.881973720E0,8.278316259E-2,-3.755986691E-3,-4.108343124E-1
4.892046761E0,9.947991371E-2,-1.228570938E-2,-5.776710510E-1
4.902061282E0,8.665454388E-2,-1.359033585E-2,-5.585880280E-1
4.912111042E0,7.035779953E-2,-4.061794281E-2,-2.960243225E-1
4.922249422E0,5.705052614E-2,-5.477595329E-2,6.378459930E-2
4.942145457E0,-6.525933743E-2,3.677954972E-1,3.202085495E-1
4.962077716E0,1.151365042E-2,-1.603329182E-2,-2.282972336E-1
4.972093759E0,1.920568943E-2,2.297204733E-2,-4.611368179E-1
4.991928042E0,4.278928041E-2,9.886759520E-2,-3.463020325E-1
5.011929362E0,2.752292156E-2,6.662154198E-2,1.175956726E-1
5.031865442E0,3.401833773E-2,3.596735001E-2,-4.215431213E-2
5.041866122E0,5.927258730E-2,-5.716019869E-2,-4.286212921E-1
5.061905382E0,4.188126326E-2,4.613417387E-2,-1.202173233E-1
5.081822197E0,6.100076437E-2,-7.731139660E-3,7.679939270E-2
5.091825500E0,7.136291265E-2,-7.406651974E-3,2.437782288E-2
5.101987651E0,6.264805794E-2,-3.454273939E-2,-9.395599365E-2
5.112075227E0,8.082747459E-2,-6.439679861E-2,-2.984657288E-1
5.132017909E0,6.226563454E-2,-4.943609238E-2,-2.476682663E-1
5.151927329E0,1.474207640E-2,-7.362353802E-2,-6.604194641E-3
5.162160566E0,1.090586185E-2,-8.729803562E-2,7.829666138E-4
5.172259184E0,2.509886026E-2,-1.185876131E-1,-5.763339996E-2
5.191988148E0,4.382485151E-2,-8.200687170E-2,-3.278980255E-1
5.211855889E0,2.107906342E-2,-1.555794477E-1,-1.669025421E-1
5.231798824E0,5.818885565E-2,-1.536669731E-1,1.280307770E-2
5.241883313E0,1.397759914E-1,-3.395426273E-2,-6.747913361E-2
5.261871930E0,1.604480147E-1,1.163799167E-1,-2.297296524E-1
5.281908834E0,1.903447509E-1,2.849078178E-1,-1.849765778E-1
5.301902560E0,1.629388928E-1,1.738539934E-1,-1.676902771E-1
5.321856492E0,1.201559305E-1,8.685529232E-3,-1.071949005E-1
5.331947647E0,1.086758971E-1,-4.736083746E-2,-1.066112518E-1
5.341952225E0,1.124855876E-1,-1.831716299E-2,-9.065246582E-2
5.361864658E0,1.316402555E-1,9.423929453E-2,-1.145887375E-1
5.372070230E0,1.423818469E-1,1.424314380E-1,-1.843566895E-1
5.392137409E0,1.017462015E-1,2.002239227E-2,-1.256265640E-1
5.411952954E0,9.759986401E-2,-3.266335130E-1,-9.693908691E-2
5.421953878E0,9.097522497E-2,-4.072569609E-1,-9.932708740E-2
